UF,Capital,nPessoas,sexo,idad,raca,educ,anosEst,ocup,cnae,rendOcup,rendEfet,classeOcup1,classeOcup2,peso,ln_rendaOcup,experiencia,ano
São Paulo,,7,Homem,30,Branca,Médio completo ou equivalente,13,9611,38000,2700,2700,Indústria geral,Ocupações elementares,2374.2291093,7.90100705199242,11,2023
São Paulo,,2,Homem,31,Branca,Superior incompleto ou equivalente,14,8121,25001,2700,2500,Indústria geral,Operadores de instalações e máquinas e montadores,1494.43504607,7.90100705199242,11,2023
São Paulo,,2,Mulher,36,Branca,Superior completo,15,4110,86001,2700,2700,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,799.51154953,7.90100705199242,15,2023
São Paulo,,3,Homem,33,Branca,Médio completo ou equivalente,13,8331,49030,2700,2700,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,125.425465,7.90100705199242,14,2023
São Paulo,,3,Homem,32,Parda,Fundamental completo ou equivalente,10,9334,48050,2700,2700,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,563.1267142,7.90100705199242,16,2023
São Paulo,,3,Homem,29,Parda,Médio completo ou equivalente,13,7223,28000,2680,2680,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2197.42817118,7.8935720735049,10,2023
São Paulo,,1,Mulher,54,Parda,Superior completo,17,2352,87000,2660,4500,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,929.29368624,7.88608140177575,31,2023
São Paulo,Município de São Paulo (SP),2,Homem,36,Branca,Superior completo,16,7321,18000,2650,5600,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1207.28044769,7.88231491898027,14,2023
São Paulo,Município de São Paulo (SP),2,Homem,53,Branca,Fundamental completo ou equivalente,10,5153,81012,2650,4865,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1129.39662178,7.88231491898027,37,2023
São Paulo,,4,Homem,42,Branca,Médio completo ou equivalente,13,5414,48080,2650,3950,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1400.12679373,7.88231491898027,23,2023
São Paulo,,2,Homem,60,Parda,Fundamental completo ou equivalente,10,6111,01117,2650,2650,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",178.29164588,7.88231491898027,44,2023
São Paulo,,4,Homem,42,Parda,Médio completo ou equivalente,13,4323,52020,2645,2645,"Transporte, armazenagem e correio ",Trabalhadores de apoio administrativo,1812.77347192,7.8804263442924,23,2023
São Paulo,,2,Mulher,51,Branca,Superior completo,17,5221,48030,2640,4140,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",67.67837806,7.87853419614036,28,2023
São Paulo,,4,Homem,45,Parda,Médio completo ou equivalente,13,5244,48030,2640,2640,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",277.76030811,7.87853419614036,26,2023
São Paulo,,3,Homem,53,Branca,Médio completo ou equivalente,13,8160,10092,2630,2630,Indústria geral,Operadores de instalações e máquinas e montadores,1232.64353435,7.87473912517181,34,2023
São Paulo,,4,Homem,28,Parda,Médio completo ou equivalente,13,4323,52020,2620,5200,"Transporte, armazenagem e correio ",Trabalhadores de apoio administrativo,1843.97631021,7.87092959675514,9,2023
São Paulo,,4,Homem,37,Preta,Médio incompleto ou equivalente,12,9329,25001,2617,2667,Indústria geral,Ocupações elementares,3059.69569505,7.86978390253015,19,2023
São Paulo,Município de São Paulo (SP),2,Mulher,51,Branca,Superior completo,17,3321,65000,2612,4500,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1162.63197143,7.86787149039632,28,2023
São Paulo,Município de São Paulo (SP),3,Homem,25,Branca,Médio completo ou equivalente,14,5141,96020,2608,2604,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1237.32143078,7.86633892304654,5,2023
São Paulo,,3,Mulher,42,Parda,Médio completo ou equivalente,13,5120,56011,2608,2608,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2226.6480738,7.86633892304654,23,2023
São Paulo,,4,Homem,20,Branca,Superior incompleto ou equivalente,15,5244,48079,2608,2604,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1077.19990013,7.86633892304654,0,2023
São Paulo,Município de São Paulo (SP),3,Homem,23,Branca,Médio completo ou equivalente,14,2166,62000,2604,2604,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1154.22326804,7.86480400332846,3,2023
São Paulo,Município de São Paulo (SP),4,Homem,46,Branca,Fundamental incompleto ou equivalente,7,8332,49040,2604,2604,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,1349.57418083,7.86480400332846,33,2023
São Paulo,Município de São Paulo (SP),2,Mulher,28,Branca,Superior completo,17,2411,66002,2604,2604,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1635.69505413,7.86480400332846,5,2023
São Paulo,Município de São Paulo (SP),3,Homem,61,Branca,Fundamental incompleto ou equivalente,7,7112,41000,2604,2604,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1257.05884293,7.86480400332846,48,2023
São Paulo,Município de São Paulo (SP),2,Mulher,28,Parda,Superior completo,15,3211,86001,2604,2604,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,1458.25402946,7.86480400332846,7,2023
São Paulo,Município de São Paulo (SP),1,Homem,52,Parda,Superior completo,17,5142,96020,2604,2604,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1102.03411928,7.86480400332846,29,2023
São Paulo,Município de São Paulo (SP),4,Homem,38,Parda,Fundamental completo ou equivalente,10,7231,45020,2604,2604,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1138.50062698,7.86480400332846,22,2023
São Paulo,Município de São Paulo (SP),3,Mulher,27,Parda,Médio completo ou equivalente,13,3322,48030,2604,2604,"Comércio, reparação de veículos automotores e motocicletas",Técnicos e profissionais de nível médio,2003.52602388,7.86480400332846,8,2023
São Paulo,Município de São Paulo (SP),4,Homem,26,Preta,Médio completo ou equivalente,13,7421,43000,2604,2604,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2332.58442143,7.86480400332846,7,2023
São Paulo,Município de São Paulo (SP),2,Homem,39,Parda,Médio completo ou equivalente,13,7112,41000,2604,2604,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",602.96332902,7.86480400332846,20,2023
São Paulo,,3,Mulher,23,Parda,Superior completo,15,4110,49040,2604,6000,"Transporte, armazenagem e correio ",Trabalhadores de apoio administrativo,1164.81851987,7.86480400332846,2,2023
São Paulo,,3,Mulher,40,Branca,Médio completo ou equivalente,13,3253,84013,2604,3200,"Administração pública, defesa e seguridade social ",Técnicos e profissionais de nível médio,1469.60855937,7.86480400332846,21,2023
São Paulo,,3,Mulher,33,Branca,Médio completo ou equivalente,13,6111,01113,2604,2604,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",142.83442178,7.86480400332846,14,2023
São Paulo,,3,Homem,42,Branca,Fundamental completo ou equivalente,10,8322,48076,2604,2604,"Comércio, reparação de veículos automotores e motocicletas",Operadores de instalações e máquinas e montadores,1525.13274791,7.86480400332846,26,2023
São Paulo,,2,Homem,60,Parda,Médio completo ou equivalente,13,7112,41000,2604,2604,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1133.85222475,7.86480400332846,41,2023
São Paulo,,3,Homem,42,Branca,Fundamental incompleto ou equivalente,7,5221,48079,2604,1302,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1690.94808702,7.86480400332846,29,2023
São Paulo,,3,Homem,46,Parda,Médio completo ou equivalente,13,5221,48076,2604,2604,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1078.72231485,7.86480400332846,27,2023
São Paulo,,4,Homem,53,Branca,Fundamental incompleto ou equivalente,6,7122,23099,2604,1800,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",528.76712998,7.86480400332846,41,2023
São Paulo,,4,Homem,31,Branca,Médio completo ou equivalente,13,7125,48050,2604,2604,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",528.76712998,7.86480400332846,12,2023
São Paulo,Município de São Paulo (SP),1,Homem,63,Branca,Superior completo,17,2161,43000,2600,1300,Construção,Profissionais das ciências e intelectuais,1319.21637456,7.86326672400957,40,2023
São Paulo,Município de São Paulo (SP),3,Mulher,21,Branca,Superior incompleto ou equivalente,14,2359,85012,2600,2600,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1730.63486405,7.86326672400957,1,2023
São Paulo,Município de São Paulo (SP),1,Homem,37,Branca,Superior incompleto ou equivalente,14,3431,74000,2600,1200,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,2166.59324521,7.86326672400957,17,2023
São Paulo,Município de São Paulo (SP),4,Mulher,42,Preta,Médio completo ou equivalente,13,4110,69000,2600,3200,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,1421.83754771,7.86326672400957,23,2023
São Paulo,Município de São Paulo (SP),2,Homem,47,Branca,Superior completo,17,4110,84016,2600,2600,"Administração pública, defesa e seguridade social ",Trabalhadores de apoio administrativo,1308.89042143,7.86326672400957,24,2023
São Paulo,Município de São Paulo (SP),2,Mulher,51,Branca,Médio completo ou equivalente,13,4120,85012,2600,2600,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1308.89042143,7.86326672400957,32,2023
São Paulo,Município de São Paulo (SP),3,Mulher,30,Branca,Superior completo,16,5312,85012,2600,3300,"Educação, saúde humana e serviços sociais","Trabalhadores dos serviços, vendedores dos comércios e mercados",1594.61069197,7.86326672400957,8,2023
São Paulo,Município de São Paulo (SP),3,Homem,59,Indígena,Médio completo ou equivalente,14,7112,41000,2600,2600,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",752.72980872,7.86326672400957,39,2023
São Paulo,Município de São Paulo (SP),4,Homem,42,Branca,Fundamental completo ou equivalente,10,5243,48100,2600,2900,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1483.53653549,7.86326672400957,26,2023
São Paulo,Município de São Paulo (SP),5,Homem,51,Branca,Médio completo ou equivalente,13,4110,84013,2600,3001,"Administração pública, defesa e seguridade social ",Trabalhadores de apoio administrativo,1520.25972997,7.86326672400957,32,2023
São Paulo,Município de São Paulo (SP),4,Homem,50,Branca,Fundamental incompleto ou equivalente,2,5120,48030,2600,2600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",77.47589734,7.86326672400957,42,2023
São Paulo,Município de São Paulo (SP),7,Mulher,24,Parda,Superior completo,17,7523,93020,2600,2600,Outros Serviços,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1331.38237854,7.86326672400957,1,2023
São Paulo,Município de São Paulo (SP),3,Homem,28,Branca,Médio completo ou equivalente,13,5223,48079,2600,5200,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1356.18058062,7.86326672400957,9,2023
São Paulo,Município de São Paulo (SP),3,Homem,52,Preta,Médio completo ou equivalente,13,9313,41000,2600,2600,Construção,Ocupações elementares,1837.54213035,7.86326672400957,33,2023
São Paulo,Município de São Paulo (SP),1,Homem,38,Branca,Médio completo ou equivalente,13,5414,80000,2600,5000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1518.43215373,7.86326672400957,19,2023
São Paulo,Município de São Paulo (SP),2,Mulher,46,Amarela,Superior completo,17,3341,62000,2600,2600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,780.26064439,7.86326672400957,23,2023
São Paulo,Município de São Paulo (SP),3,Homem,54,Parda,Fundamental incompleto ou equivalente,3,1221,94091,2600,5200,Outros Serviços,Diretores e gerentes,154.79227394,7.86326672400957,45,2023
São Paulo,Município de São Paulo (SP),3,Mulher,50,Preta,Superior incompleto ou equivalente,14,4120,85013,2600,2600,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1157.33316597,7.86326672400957,30,2023
